Nom,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Sandra Schöni,,12:18.76,,,,,,,,,,,,,
Kylie Tendon,,,,,,,,,13:41.62,12:45.73,,,,,
Andrea Huwyler,,,,,,,13:54.93,,,,,,,,
Manuela Maffongelli,,10:07.34,10:11.06,9:58.39mM,10:10.17,10:12.96,10:13.03,,,,10:34.55,,,,
Nadia Schenk,11:39.06,,,,,,,,,,,,,,
Myriam Keiser,,,,,,,,,,11:56.46,10:56.09,10:30.58,10:28.96,,10:26.85
Camille Hess,,,,,,,,,,,,,,,15:07.33
Martina Süess,,,,11:58.77,11:59.57,,,,,,,,10:50.55,11:18.95,
Sabrina Näpflin,10:25.08,,,,,,,,,,,,,,
Emilie Agrifoglio,,13:27.52,,,,,,,,,,,,,
Larissa Heinzelmann,12:11.61,,,,,,,,,,,,,,
Anja Maurhofer,,,,,,,,,,,,,,14:18.34,
Seraina Ummel,,,,,,11:28.61,,,,,,,,,10:31.11
Fabienne Brunner,11:16.44,11:46.15,,,,,,,,,,,,,
Deborah Büttel,,,,,,,10:09.28,,,,,,,,
Thibe Deseyn,,,,,,,,,,,,,10:48.60,,
Salma Dénervaud,,,,,,,,,,,,,11:09.50,,
Murielle Brehm,,,,,,,,,,,,,,11:33.50,
Daniela Aeschbacher,10:50.19,,,,,,,,,,10:30.43,,,,
Yodit Tesfaye,,,,,,,,,,,,,,,10:25.83
Florence Peguiron,,,10:43.25,,,10:39.88,10:20.32,10:04.23,,,10:17.07,,,,
Nicole Egger,,,,,,,,,,,10:16.35,9:47.45,9:41.37,9:19.57,9:25.06
Flavia Stutz,,,,,,,10:20.64,10:10.12,10:01.88,9:42.53,9:50.34,10:04.15,9:42.96,,
Neomi Glarner,12:43.97,,,,,,,,,,,,,,
Carole Koster,,,,,,11:43.55,,,,,,,,,
Maja Neuenschwander,9:47.96,9:53.17,9:55.22,10:29.50,10:00.20,9:54.48,9:47.15,9:59.27,9:58.31,10:05.09,,,10:00.53,,
Denise Schranz,15:01.59,,,,,,,,,,,,,,
Meret Camp,,,,,,,,,,,,,,,15:05.85
Stefanie Ronner,,,,,,10:58.21,10:56.85,10:56.34,11:16.41,,11:23.43,10:57.17,,,
Noemi Caaveiro,,13:27.05,,,,,,,,,,,,,
Géraldine Bach,,,,,,11:39.32,,,,,,,,,
Sandra Aebi,,,,12:37.83mM,,,,,,,,,,,
Sibylle Häring,,,,,,,,,,,9:51.82,9:35.24,10:01.45,,
Alice Spott,,,,,,11:05.97,,,,,,,,,
Cléa Formaz,,,10:18.44,10:08.45mM,,,10:14.15,10:00.36,,9:54.62,10:18.03,,,,10:10.18
Odile Giger,,,,,,,,10:49.32,,,,,,,
Rebekka Lüdin,11:09.25,,,,,,,,,,,,,,
Monika Arnold,11:14.26,11:41.59,,,,,,,,,,,,,
Céline Hauert,,,10:24.88mM,10:06.44mM,10:12.31,9:55.82,10:12.84,10:18.49,,,,,,,
Tanja Forster,,,,,,11:44.33,11:37.01,,10:46.17,11:23.55,,,,10:44.18,
Mathilde Robert,,11:44.35,,,,,,,,,,,,,
Sandrine Clément,,10:43.26,,,,,,,,,,,,,
Lea Schuler,,,11:25.25,11:20.58,,,,,,,,,,,
Livia Stingelin,,,,,,,,,,12:41.99,,,,,
Nadja Kuratli,,11:49.05,11:54.48,,,,,,,,,,,,
Angela Zahno,,,12:42.47,,,,,,,,,,,,
Sina Bartholet,,,,11:33.43,,,,,,,,,,,
Nicole Niederberger,,,,,,,,,,,,12:05.22,,,
Carmen Richard,,,,,,,,,11:49.66,,12:15.11,11:43.38,,,
Camille Leneuf,,,,,,,12:40.08,12:44.94,,,,,,,
Lena Haas,,,,,,,,,,11:31.32,10:40.66,10:46.12,10:39.44,,
Céline Diethelm,10:50.77,10:37.88,10:35.84,10:56.64,,,,,,,,,,,
Tamara Halabi,,,,,,,,11:17.50,11:06.52,,,,,,
Laura Giudice,,,,,,,,,,,10:10.99,,9:56.56,10:03.90,
Seraina Studler,,,,,,,,,11:47.88,11:49.53,,,,,
Corinne Velthuijs,,,11:07.39,10:53.62,,,,,,,,,,,
Sandrine Rey,,,,,,,,,,,,,,12:06.66,
Lea Hefel,,,,,,,,,,,,,,12:02.13,
Muriel Forster,,,11:55.35,,,,11:01.29,10:42.01,,10:42.51,,,,,
Romane Gauthier,,,,,,,12:51.96,,,,,,,,
Simone Cerny,11:13.53,,,,,,,,,,,,,,
Eryn Oberli,,,,,,,,,,13:43.60,13:06.12,13:10.50,,,
Delphine Cibotto,,,,,,11:54.74,,,,,,,,,
Selina Eichelberger,,,,,,12:00.74,,,,,,,,,
Francesca Scala,,,,,,12:01.43,,,,,,,,,
Zora Oswald,,,,,,,11:12.76,11:03.91,,,,,,,
Eveline Mosimann,,12:53.26,,,,,,,,,,,,,
Regula Wyttenbach,,,,10:36.44mM,10:10.67mM,,,,,,,,,,
Larissa Schefer,,14:29.46,,,,,,,,,,,,,
Chantal Schöni,,,,,,,,11:17.05,,11:17.58,,,,,
Nicole Kubli,10:27.10,,10:30.69,10:54.12,,,,,,,,,,,
Lucia Lehmann,,12:06.18,,,,,,,,,,,,,
Ludivine Gay-Crosier,,,,,,,,,,,,11:11.67,11:11.46,,
Vera Schmid,,,,,,,,,,,,12:30.41,,,
Jasmin Widmer,10:14.67,10:14.43,,,10:05.63mM,,,10:18.21,,,,,,,
Andrea Schönenberger,,,,,,,,,11:50.68,,,,,,
Alva Renhak,,,,,,,,,,,,,,11:27.67,
Tanja Orlowsky,,,,,,,,,,,,,,13:23.08,
Sabrina Hochuli,,,,,,,,,,,,,,,12:42.90
Anna Fischer,,,,,,,,12:17.37,,,,,,,
Francesca Iametti,,,,,,,,,,,12:20.38,,,,
Oceane Gisiger,,,,,13:31.56,,,,,,,,,,
Arianna Sclabas,,,,,,11:05.78,10:43.79,,11:06.41,,,,,,
Noemi Galvanone,,,,,,11:43.85,,,,,,,,,
Coline Ricard,,,,,,,,,,9:59.80,,,,,
Cécilia Humbel,,,,,,,,,,,13:09.58,,,,
Emma Schaertlin Coffey,,,,,,,,,,,,,11:31.49,11:29.99,10:51.25
Vera Notz-Umberg,9:17.98,,,,,,,,,,,,,,
Sonja Knöpfli,,10:52.48,,,,,,,,,,,,,
Julia Kölliker,,,,,,,11:12.06,,,,,,,,
Gaia Berini,,,,,,,,,,,,,,,10:46.35
Stefania Barloggio-Lupatini,,,,,,10:48.97,10:31.52,10:40.63,,,,,,,
Sandra Müller,,,,,,,,,,,10:34.25,11:27.77,,11:12.95,
Rachel Berman,,,,,,,,11:15.23,,,,,,,
Rosmarie Zaugg,,,12:29.72,,,,,,,,,,,,
Andrea Marquart,,,,,,,,,11:05.50,,,,,,
Louisa Welbergen,10:19.00,,,,,,,,,,,,,,
Fabienne Aggeler,11:12.86,,,,,,12:33.47,,,,,,,,
Karine Joye,,,,11:19.00,,,,,,,,,,,
Sonja Borner,,,,,,,,,10:59.79,,10:49.72,,,,
Sabrina Stadelmann,,,,,,,,,,10:54.93,,,,,
Sarah Lambiel,12:03.33,11:28.44,11:24.05,,,,,,,,,,,,
Miriam Schneuwly,,,,,,10:50.45,10:23.20,,,,,,,,
Lavignia Lovato,,,,,,,,,,,,,,11:07.10,
Elena Pezzati,,,,,,,,12:09.00,,,,,10:53.85,,10:52.72
Tonja Künzler,,,11:15.88,11:28.14,12:04.24,10:58.95,,,,,,,,,
Irina Freiburghaus,,,,10:31.12mM,10:21.77mM,10:08.48,10:04.67,,,,,,,,
Lisa Fercher,,,,,,,,,,,,,,,11:58.57
Giorgia Merlani,,,,,,,,,,,,,,,10:50.62
Giulia Minikus,,,,,,,,,,,,,11:46.79,11:34.47,
Melanie Imhof,11:20.36,11:11.59,,,,,,,,,,,,,
Hilka Coquoz,,,12:28.10,,,,,,,,,,,,
Michelle Bilgischer,,,,,,,,,,,,,11:37.16,,
Michelle Schaub,,,,,,,,,,,,,,10:51.57,10:16.30
Sabine Bonvin,,,,,,,,,,,,11:09.33,,,
Kristina da Fonseca-Engelhardt,,,,,,,,,,10:37.56,,,,,
Natalie Kallay,,,,,,,,,,,,12:08.80,,,
Rosalie Alvarez,,11:35.77,,,,,,,,,,,,,
Noirin Graham,,14:08.81,,,,,,,,,,,,,
Ariane Loretan,,,,,,11:37.19,,11:31.62,11:46.92,,,,,,
Chloé Jaunin,,,,,,,,,12:27.14,,,,,,
Caroline Ramsauer,11:35.12,,,,11:22.04,,,,,,,,,,
Nadja Kehrle,,,,,,,,,,11:07.61,,11:00.48,,11:38.25,
Jana Piller,,,11:46.30,,,,,,,,,,,,
Tara Meier,,,11:57.90,11:30.99,11:17.97,11:12.88,11:28.09,12:11.86,,,,,,,
Livia Hofer,,,,,,,,10:25.08,,10:41.37,,,10:23.19,,
Manuela Millius,11:45.39,,,,,,,,,,,,,,
Daniela Dubach,,,,,13:33.53,,,,,,,,,,
Mirjam Niederberger,,,11:10.12,10:52.32,10:24.15,,,,,,,,,,
Christina Steiner,12:03.97,,,,,,,,,,,,,,
Stephanie Haefeli,,,11:04.78,11:05.49,,10:27.65,10:41.90,10:23.06,10:32.04,,,,,,
Marion Beyl,,,,,,,,,,,,,12:08.71,,
Andrea Sigg,,,,,,,,,,,,13:41.19,,,
Julie Dyroff,,,,,,,,,,,,12:08.07,,,
Jennifer Moresi,,11:14.38,,,,,,,,,,,,,
Chantal Pape Juillard,,11:22.73,,,10:59.93,11:05.17,11:09.14,11:04.76,,,,,,,
Mireille Salathé,10:28.77,10:48.15,,,,,,,,,,,,,
Agnés Sturner,,,,,,,,,,,10:52.50,10:09.26,,11:20.58,
Marlis Wickli,,,,,,12:11.59,,,,,,,,,
Anaïs Gutknecht,,,,,,,11:48.06,11:18.81,,10:54.19,10:53.15,10:56.16,10:56.72,,
Cora Oestreicher,,,,,,,,,,,12:02.33,12:13.47,,,
Johanna Kress,,,,,,,,,,,,11:55.98,,,
Zoe Ranzoni,,,,,,,,,,,,,10:50.33,,
Laura Borner,13:28.50,,,,,,,,,,,,,,
Zelia Näfen,,,,12:49.82,,,,,,,,,,,10:44.03
Claudia Letsch,,,,,,,,,,,13:40.44,,,14:18.84,
Nadine Birrer,,,,,,,11:48.34,12:20.09,,,,,,,
Larissa Scherrer,11:34.87,11:22.02,,,,11:09.49,,,,,,,,,
Simei Wipf,,,,,,,,,,,,,,,10:17.21
Lina Miglar,,,10:19.92,10:55.93,10:08.13,10:29.55,10:20.53,10:28.73,10:20.86,,,10:04.44,,,
Janice Studler,,,,,,,,,,11:51.79,,11:48.52,,,
Sibylle Dürrenmatt,,10:20.23mM,,,,9:54.15,9:57.09,9:59.39,,10:19.38,,,10:20.99,,
Elina Lächele,,,,,,,,,,,11:48.15,11:59.40,,,
Luisa Wiget,,,,,,,,,,,,,,11:23.74,
Evelyne Jeitziner,9:45.60,,,,,,,,,,,,,,
Martina Strähl,,,,,,,,10:02.60,10:06.19,,9:50.05,10:06.93,9:32.44,,
Ylena Meichtry,,12:08.24,11:57.46,,,,,,,,,,,,
Andrea Eck,,10:27.82,,,,,,,,,,,,,
Corina König,,,11:25.26,,11:09.77,,11:07.24,,,,,,,,
Océane Pfister,,,,,,,,,,,,,12:15.36,11:28.22,
Laura Wohlgemuth,,,,,12:27.64,,,,,,,,,,
Gabi Nyffeler,,,10:41.78,,,,,,,,,,,,
Lea Stettler,,,,,,,,,11:37.07,10:42.81,,,,,
Sara Bayer,,,,,,,,,13:00.47,,,,,,
Ana Gasser,,,,,,,,,,11:55.34,11:43.79,,,,
Murielle Füllemann,,,,,,,,,,,,,,11:44.45,
Laura Tarchini,,,,13:36.73,,,,,,,,,,,
Jana Schneuwly,,,,,,,11:11.23,11:13.56,,,,,,,
Emma Lucchina,,,,,,,,,,,12:08.66,,10:49.15,,
Julia Baumgartner,,13:26.60,13:19.77,,,,,,,,,,,,
Chiara Ghielmini,,,,,,,,,,,,,11:31.46,,
Aixala Gaillard,,,,,,,12:52.17,12:20.91,,,,,,,
Nina Högger,,,,,10:56.09,,,,,,,,,,
Aina Scherling,,,,,,,,,,,,,,11:01.58,10:48.68
Lola Andrey Da Silva,,,,,,,,,,,11:11.67,,,,
Ariane Krummenacher,,,,,,,,,,,,,,,10:28.10
Larissa Studer,,,,,14:07.28,,,,,,,,,,
Silvana Wüest,,,,,,,,,,12:04.59,,,,,
Alina Tobler,,,,,12:32.66,12:15.69,,,,,,,,,
Anina Stämpfli,,,10:01.03mM,9:56.17mM,,,,,,,,,,,
Jil Hohler,,,,,,,11:39.22,,12:08.30,,,,,,
Barbara Schäfler,,,,,,,,,,,,,11:36.49,,
Samira Schnüriger,,,,,,,,10:40.86,10:54.27,10:51.36,,,10:37.78,,
Nicole Gysi,,16:28.29,,,,,,,,,,,,,
Christina Fenk,,,,,11:22.69,,,11:50.18,,,,,,,
Manuela Fahrni,,,,,,,,,11:18.13,,,11:17.42,,,
Maëlle Bays,,,,,,,,,,,,,11:08.01,,
Claudia Oberlin,,10:54.51,10:56.91,,,,,,,,,,,,
Sarina Littmann,,,,,,,,,,,,,,11:12.40,
Birtukan Bouele,,,,,,,,,,,15:02.24,,,,
Vanessa Ouar,,,,,,,,,,,10:16.83,,,,
Nadja Hinder,,,,,,,,12:17.33,12:57.88,,,,,,
Olivia Kurtz,10:56.64,10:50.80,,,,,,,,,,,,,
Julie Fleury,,,,12:13.29,,,,,,,,,,,
Christine Müller,11:16.67,10:54.07,11:00.95,10:34.28,10:30.05mM,10:28.68,,10:52.56,10:23.19,10:16.52,10:22.88,10:03.49,9:58.78,10:06.90,10:22.45
Nadia Ricklin,,,,,,,11:59.99,,,,,,,,
Anja Jaggi,,,,,,,,,,,,12:12.81,,,
Natacha Séverine Savioz,,,,,11:43.26mM,11:08.57mM,10:55.33,11:06.67,10:46.64,11:05.25,,,,,
Carmen Frei,10:52.68,10:38.92,11:23.15,,11:53.92,,,,,,,,,,
Loriana De Martin,,,,,,,,,,,12:20.42,,,,
Alisha Brechbühl,,,,,,,,,,,,,,11:09.79,10:10.68
Stefanie Barmet,,,,,,,10:28.68,,,,9:45.82,,,,
Sophie Andrey,10:48.65,,,,,,,,,,,,,,
Joséphine Lambiel,12:08.47,11:48.49,,,,,,,,,,,,,
Cheyenne Lang,,,,,,,,,,,,,,,13:25.79
Annja Keiser,,,11:17.85,,12:28.13,,,,,,,,,,
Franziska Paech,,,,,,,,,,,12:06.81,,,,
Nadine Rietmann,,,,,,,,,,11:21.37,,,,,
Céline Schärer,10:53.21,,,10:37.85,,,,,,,,,,,
Alexandra Cirillo,,,,,,,,,11:15.78,,,,,,
Antje Pfüller,,,,,,,,,,,,9:43.99,,9:45.31,
Simone Zwinggi,,,,,,,,10:57.99,,,,,,,
Nadia Heiniger,,12:19.86,,,,,,,,,,,,,
Rachel Berchtold,,,,,10:28.01,,10:07.48,,10:30.10,10:05.83,,,,,
Dzeneta Imeri,,,,,,11:31.37,11:50.08,,,,,,,,
Iris Lauper,,11:14.26,,,,,,,,,,11:34.01,,,
Michelle Zinniker,,,,,,,,,,,11:51.27,,,,
Malin Rahm,,,,,,,,,,,,,,,10:28.87
Géraldine Fournier,,,,,,,,,,,,,11:30.09,11:27.62,
Andrea Meier,,11:53.91,11:26.16,,11:08.62,10:32.48,10:31.44,,10:26.94,10:29.54,,,9:52.60,9:48.56,
Livia Morgenthaler,,,,,9:37.30mM,9:37.27mM,,,9:28.38,,,,9:53.42,,
Martina Tresch,10:38.84,10:17.00,11:01.24mM,,,,,,9:58.94,9:58.73,9:57.77,9:36.54,9:34.94,10:29.03,
Cindy Schmid,,11:13.21,,11:03.81,,,,,,,,,,,
Anna Riesen,,,11:28.13,,,,,,,,,,,,
Oxana Mroczek,,,,,,,,11:45.86,11:58.78,11:35.58,11:25.22,,,,
Nicole Lohri,,,,,,,,,,,,,11:06.94,11:17.02,
Sabine Krähenbühl,,,12:08.91,11:56.72mM,12:14.91,,,,,,,,12:56.34,,
Noémie Fragnière,11:06.14,11:03.46,11:22.02,,,,,,,,,,,,
Céline Sunier,,,,13:27.13,,,,,,,,,,,
Salome Nesme,,,,,,12:18.76,,,,,,,,,
Vanessa Schmid,,,,,,12:08.12,,11:51.78,12:10.11,,,,,,
Anais Röhler,,,,,,,11:45.57,12:05.54,11:33.61,11:17.89,,10:54.13,11:05.94,10:44.25,10:52.02
Lea Sommerhalder,,,,,,,,,12:31.42,,,,,,
Nadine Lieberherr,,,,,,,,,,,12:16.66,,,,
Caroline Kuonen,,,12:07.13mM,12:15.54,,,,,,,,,,,
Liv Egli,,,,,,,,,,,,,,,11:07.98
Sina Sebene Michael,,,,,,,,,,,,,10:36.70,10:50.36,
Romane Wolhauser,,,,,,,,,,,,,10:43.05,10:22.12,10:11.63
Sina Meier,,,,,,,,,,,,11:32.98,,,
Noémie Guntern,,,,,,,,,,,,,12:29.00,,
Martina Seiterle,,,12:07.90,11:39.47,,,,,,,,,,,
Michèle Stofer,,,,14:12.36,,,,,,,,,,,
Sibylle Rüegger,,,,,,,,11:19.27,11:23.22,,,,,,
Sophiane Recalt,,,,,,,,,11:10.91,,,,,,
Zoé Abramowski,,,,,,,,,,,,,,12:17.23,12:12.72
Isolde Binder,,,,,,,,,,,,,,13:15.48,
Rea Iseli,,,,,,,,,,10:36.84,,9:57.78,10:04.59,9:43.42,9:40.53
Barblin Remund,,,10:40.09,10:10.29,9:57.87,,,10:27.86,10:36.44,,10:31.59,10:38.27,,,
Esther Oswald,13:02.96,,,,,,,,,,,,,,
Morgane Crausaz,,,,,,,11:33.68,10:54.26,10:55.64,11:15.11,11:11.20,11:02.07,,,
Loane Monge,,,,,,11:36.91,11:43.10,,12:37.50,11:49.67,12:14.22,,,,
Irene Holliger,,,13:58.24,,,,,,,,,,,,
Nina Meier,,13:00.42,,,,,,,,,,11:50.63,10:44.00,10:51.08,
Aline Dumas,,,,,,,,,14:05.36,,,,,,
Fabienne Schlumpf,11:28.16,11:05.33,10:31.00,,10:11.27,9:55.59mM,9:40.33,9:27.68,9:13.06,9:17.57,9:21.45,8:58.63,,,
Sarah Marock,,,,,,,,12:30.87,,,,,,,
Joanne Martineau,,,,,,,,,11:32.00,,,,,,
Kajsa Rahm,,,,,,,,,,,,11:31.13,10:56.98,,
Emilie Gibson,,,,,,,,13:25.86,,13:00.94,,,,,
Yvonne Kägi,,,10:26.33,10:26.96,10:01.01,,10:01.30,,,10:17.70,9:52.13,9:52.72,,,
Valérie Lehmann,9:57.23,9:45.35,9:53.90,,,,,9:18.67,,,,,,,
Carmen Pulver,,12:07.18,,,,,,,,,,,,,
Natascha Mattich,,,,,10:57.01,,,,,,,,,,
Doris Bärtschi,,12:06.86,,,,,,,,,,,,,
Fabienne Baur,,,,,,,,,,,,,12:55.01,,
Leila Elisa,,,12:37.63,,,,,,,,,,,,
Léa Evéquoz,,,,,,,,,,,,,,10:43.13,
Tsige Worku,9:41.23,,,,,,,,,,,,,,
Marie-Claude von Allmen,,,,,,,,,,11:01.16,10:33.44,,,11:09.18,
Stefanie Egli,11:49.25,,,,,,,,,,,,,,
Valentina Rosamilia,,,,,,,,,,,,,10:26.15,,
Nadja Jakob,,,,,,,,12:34.73,,,,,,,
Jéromine Schmidt,,,,11:23.37,11:12.35,11:03.80,,,,,,,,,
Virginie Danalet,,,,11:45.28,11:04.35,,,,,,,,,,
Emilie Vetter,,,,,12:34.68,12:38.71mM,11:46.62,,,,,,,,
Angela Peter,,,,11:52.48,12:40.01,,,,,,,,,,
Sarah Stöcklin,,,,,,,,,,12:28.03,,,,,
Melina Stettler,,,,,,,,,,,,,,,13:50.39
Livia Meister,,,,,,,,,,,,,,10:50.21,
Melina Frei,11:01.00,,,,10:08.41,10:41.43,,10:21.76,,,,,,,
Alina Tschannen,11:24.79,,,,,,,,,,,,,,
Angéline Flückiger-Joly,,,9:55.95,,,,,,,,,,,,
Santina Malacarne,10:34.10,10:30.09,,,,,,,,,,,,,
Chantal Tenthoret,,,,,,,,11:06.28,,,,,,,
Julie Sonderegger,,,,,,,,,,,,,,12:20.81,
Lea Eltschinger,,,,,,,,,,,11:18.22,,,,
Cécile Trottet,,,,,,,,12:01.53,,,,,,,
Debora Marquart,,,,,,12:33.21,,,,,,,,,
Mirjam Gautschi,,,,,,,,,,,,11:31.99,,,
Simona Aeschlimann,,,,,,,,,,,,,,,10:53.00
Lea Haldner,,10:56.38,10:35.74,11:52.65,,,,,,,,,,,
Anina Meier,11:02.85,11:17.34,11:51.89,,,,,,,,,,,,
Susanne Frey,,,,,12:14.61,,,,,,,,,,
Lea Schweickhardt,12:46.93,,12:42.58mM,,,,,,,,,,,,
Eva Albrecht,,,,,,,,,13:36.16,12:58.13,,,,,
Tamara Gysin,11:39.22,,,,,,,,,,,,,,
Sarina Netzer,,,,,,,,,,,,,,,13:40.96
Géraldine Membrez,,,,,,,,,,,11:34.99,,,,
Jasmin Wüst,,,,,,,11:18.14,,,,,,,,
Damaris Herzog,,,,,13:04.97,,,,,,,,,,
Magali Beuchat,,,,,,,11:51.60,,,,,,,,
Marigna Franck,,,11:08.93,,,,,,,,,,,,
Priska Auf der Maur,10:51.51,10:32.25,10:05.65,9:56.61,,9:36.75mM,,,,,,,9:40.39,9:43.52,9:57.30
Elodie Charmillot,,,13:28.24,,,,,,,,,,,,
Melanie Brunner,,,,,,12:16.61,,,,,,,,,
Fiona Héritier,,,,,,11:57.07,11:39.04,,11:11.77,10:54.43,10:35.83,10:23.88,10:12.13,10:08.20,10:49.11
Daniela Zeman,10:19.95,,,,,,,,,,,,,,
Chloé Reymond,,,,,,,,,,,,,,,11:04.51
Marina Kuhny,,14:18.94,,,,,,,,,,,,,
Corinne Grieder,,,,,,12:24.83,,,,,10:31.21,,,,
Sylvaine Rappaz,11:47.44,11:52.80,12:43.12,,,,,,,,,,,,
Anna Jurt,,,,,,,,,,,,,10:32.61,10:30.54,
Sarah Collins,,,,,,10:26.56,9:26.80,9:49.02,,,,,,,
Caroline Ruffiner,,11:22.38mM,,,,,,,,,,,,,
Fabienne Frutiger,,,,,,,,,12:12.94,,,,,,
Michèle Ritter,,,11:57.49,,,,,,,,,,,,
Daria Degen,,,,,,,,,,,,11:19.87,11:12.29,11:07.20,11:51.19
Mekdes Woldu,,,,,,,9:26.79,,,,,,,,
Natacha Monnet,10:41.12,10:55.19,11:45.11,11:54.73,,,,,,,,,,,
Paola Stampanoni,10:50.53,10:45.69,11:11.14,10:49.07,10:48.09,10:42.44,10:55.50,,,,,,,,
Yvonne Nussbaumer,,,,,11:08.18,11:00.44,10:43.32,10:55.03,,10:35.12,,,,,
Lisa Creti,,,,,,,,12:12.03,,,,,,,
Elvira Achermann,,,,,,,,,,14:20.90,,,,,
Laura Baseggio,,,,,,,11:59.00,11:54.89,,,,,,,
Mona Stockhecke,,,,,,,,,10:15.81,,,,,,
Lorraine Schaefer,,,,,,,,,11:43.90,,,,,,
Marianne Kämpf,,,,,,,,,,11:06.11,,,,,
Alina Ruppen,,,,,,,,,,,,,,12:13.79,
Céline Agrifoglio,11:21.00,,,,,,,,,,,,,,
Chantal Matzinger,11:18.39,11:40.45,11:29.30,11:44.59,11:18.73,,11:02.47,10:41.15,10:40.89,,,,,,
Kathrin Ziegler,,,,,,,,,,,10:56.17,,,10:37.54,10:38.12
Leanne-Joy Meyer,,,,,,,,,12:06.48,,,,,,
Jeanne Wildisen,,,,,,,,,,11:02.50,10:58.97,,10:10.62,10:16.81,
Lea Laib,,,11:24.06,10:47.51,,,10:28.81,,,10:25.22,10:23.56,,10:13.36,,
Olivia Abegglen,,,,,11:09.10,10:42.92,,,,,,,,,
Nadine Ruffiner,,,11:57.53mM,12:16.17,,,,,,,,,,,
Jasmine Ritz,,,,,,,,,,11:35.72,,,,,
Sarah Keller,,,,,,,,,,,,12:45.44,,,
Olivia Bissegger,11:48.05,11:25.10,11:39.82,,11:38.57,11:08.63,11:07.69,11:04.48,10:45.10,,,,,,
Giorgia Lafranchi,,11:58.90,,,,,,,,,,,,,
Carole Pauli,11:12.77,,,11:37.02,,,,,,,,,,,
Linda Achtel,,,,,,,,,,,,11:08.63,,,
Tessa Eisenhut,,,12:20.78,,,,,,,,,,,,
Julie-Pearl Meyer,,,,,,,,,,12:02.74,,,,12:06.51,
Loredana Nocelli Rossi,,,,,,,,11:15.71,10:42.98,,,,,,
Nina Mettler,,,,,,,,,,,,,,10:42.21,10:27.37
Ingrid Eckardt,,,,,,,,,,,,,,,11:09.67
Manuela Brandt,,,,,,,,,,,,,,,13:33.54
